"key","en","fr","ja","vi","zh"
"plugins/member/member::theme_options.register_background_image","Register background image","Image d'arrière-plan d'inscription","登録背景画像","Hình nền đăng ký","注册背景图片"
"plugins/member/member::dashboard","Dashboard","Tableau de bord","ダッシュボード","Bảng điều khiển","仪表板"
"plugins/member/member::author","Author","Auteur","著者","Tác giả","作者"
"plugins/member/member::author_helper","The list of authors is from Admin -> Members.","La liste des auteurs provient d'Admin -> Membres.","著者リストは管理者 -> メンバーから取得されます。","Danh sách tác giả từ Quản trị -> Thành viên.","作者列表来自管理员 -> 会员。"
"plugins/member/member::select_author","Select author","Sélectionner un auteur","著者を選択","Chọn tác giả","选择作者"
"plugins/member/member::email_verified","Email verified?","Email vérifié ?","メール認証済み？","Email đã xác thực?","电子邮件已验证？"
"plugins/member/member::verify_email.confirm_heading","Verify email confirmation","Vérifier la confirmation de l'email","メール確認を認証","Xác nhận xác thực email","验证电子邮件确认"
"plugins/member/member::verify_email.confirm_description","Are you sure you want to verify email this account?","Êtes-vous sûr de vouloir vérifier l'email de ce compte ?","このアカウントのメールアドレスを認証してもよろしいですか？","Bạn có chắc chắn muốn xác thực email cho tài khoản này?","您确定要验证此帐户的电子邮件吗？"
"plugins/member/member::verify_email.notification","This account is not verified email yet? :approve_link to verify email.","Ce compte n'a pas encore vérifié son email. :approve_link pour vérifier l'email.","このアカウントはまだメールを認証していません。メールを認証するには:approve_link。","Tài khoản này chưa xác thực email? :approve_link để xác thực email.","此帐户尚未验证电子邮件。:approve_link 以验证电子邮件。"
"plugins/member/member::verify_email.approve_here","click here","cliquez ici","ここをクリック","nhấp vào đây","点击这里"
"plugins/member/member::verify_email.confirm_button","Verify","Vérifier","認証","Xác thực","验证"
"plugins/member/member::email_templates.confirm_email_title","Verify Email","Vérifier l'email","メールアドレスを確認","Xác thực Email","验证电子邮件"
"plugins/member/member::email_templates.confirm_email_welcome","We're glad to have you here, :member_name!","Nous sommes ravis de vous avoir ici, :member_name !","ようこそ、:member_name！","Chúng tôi rất vui khi có bạn ở đây, :member_name!","很高兴您在这里，:member_name！"
"plugins/member/member::email_templates.confirm_email_instruction","Please verify your email address in order to access this website. Click on the button below to verify your email..","Veuillez vérifier votre adresse email pour accéder à ce site Web. Cliquez sur le bouton ci-dessous pour vérifier votre email.","このウェブサイトにアクセスするには、メールアドレスを確認してください。下のボタンをクリックしてメールアドレスを確認してください。","Vui lòng xác thực địa chỉ email của bạn để truy cập trang web này. Nhấp vào nút bên dưới để xác thực email của bạn.","请验证您的电子邮件地址以访问此网站。点击下面的按钮验证您的电子邮件。"
"plugins/member/member::email_templates.confirm_email_button","Confirm your email address","Confirmez votre adresse email","メールアドレスを確認する","Xác nhận địa chỉ email của bạn","确认您的电子邮件地址"
"plugins/member/member::email_templates.new_pending_post_title","New Post Pending Review","Nouvel article en attente de révision","新しい投稿がレビュー待ち","Bài đăng mới đang chờ xét duyệt","新文章待审核"
"plugins/member/member::email_templates.new_pending_post_greeting","Dear Admin,","Cher administrateur,","管理者様","Kính gửi Quản trị viên,","亲爱的管理员，"
"plugins/member/member::email_templates.new_pending_post_intro","A new post has been submitted and is waiting for your review and approval.","Un nouvel article a été soumis et attend votre révision et approbation.","新しい投稿が送信され、レビューと承認をお待ちしています。","Một bài đăng mới đã được gửi và đang chờ xét duyệt và phê duyệt của bạn.","已提交新文章，正在等待您的审核和批准。"
"plugins/member/member::email_templates.new_pending_post_details_title","Post Details:","Détails de l'article :","投稿の詳細：","Chi tiết bài đăng:","文章详情："
"plugins/member/member::email_templates.new_pending_post_author_label","Author:","Auteur :","著者：","Tác giả:","作者："
"plugins/member/member::email_templates.new_pending_post_title_label","Title:","Titre :","タイトル：","Tiêu đề:","标题："
"plugins/member/member::email_templates.new_pending_post_action_needed","Please review this post and take appropriate action.","Veuillez examiner cet article et prendre les mesures appropriées.","この投稿をレビューして、適切な措置を講じてください。","Vui lòng xem xét bài đăng này và thực hiện hành động phù hợp.","请审核此文章并采取适当的行动。"
"plugins/member/member::email_templates.new_pending_post_review_button","Review Post","Examiner l'article","投稿をレビュー","Xem xét bài đăng","审核文章"
"plugins/member/member::email_templates.new_pending_post_footer_note","This post will remain in pending status until you approve or reject it.","Cet article restera en attente jusqu'à ce que vous l'approuviez ou le rejetiez.","この投稿は、承認または却下するまで保留状態のままになります。","Bài đăng này sẽ ở trạng thái chờ cho đến khi bạn phê duyệt hoặc từ chối.","此文章将保持待处理状态，直到您批准或拒绝它。"
"plugins/member/member::email_templates.password_reminder_title","Reset Password Instruction","Instructions de réinitialisation du mot de passe","パスワードリセット手順","Hướng dẫn đặt lại mật khẩu","重置密码说明"
"plugins/member/member::email_templates.password_reminder_message","You are receiving this email because we received a password reset request for your account.","Vous recevez cet email car nous avons reçu une demande de réinitialisation de mot de passe pour votre compte.","アカウントのパスワードリセット要求を受け取ったため、このメールをお送りしています。","Bạn nhận được email này vì chúng tôi đã nhận được yêu cầu đặt lại mật khẩu cho tài khoản của bạn.","您收到此电子邮件是因为我们收到了您帐户的密码重置请求。"
